timestamp,run_id,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,action,distance_to_goal
474,39,4,2,10,1,2,1,1,1,0,12.727922061357855
475,39,3,2,2,6,3,1,1,2,0,12.041594578792296
476,39,2,8,2,4,4,1,2,3,1,11.40175425099138
477,39,3,7,1,1,4,2,3,1,1,10.0
478,39,7,6,2,8,1,3,2,3,1,8.602325267042627
479,39,6,5,1,1,15,4,4,2,1,7.211102550927978
480,39,1,4,3,3,1,5,3,5,1,5.830951894845301
481,39,3,3,2,2,12,6,1,4,1,4.47213595499958
482,39,3,2,3,1,7,7,9,2,1,3.1622776601683795
483,39,1,1,3,2,2,8,8,2,2,2.0
484,39,1,1,2,1,6,4,9,1,2,1.0
485,40,9,7,1,1,1,1,1,7,7,8.94427190999916
486,40,7,2,3,2,1,2,4,6,0,7.615773105863909
487,40,6,3,5,2,2,3,10,5,7,6.708203932499369
488,40,4,3,3,3,4,4,2,4,7,5.385164807134504
489,40,2,4,10,4,5,1,3,3,7,4.123105625617661
490,40,4,1,6,5,2,4,2,2,0,3.0
491,40,3,5,1,6,3,2,4,3,0,2.0
492,40,2,5,2,1,4,2,2,6,0,1.0
493,41,5,1,4,1,1,1,5,13,2,3.605551275463989
494,41,1,3,3,1,1,1,6,10,1,2.8284271247461903
495,41,3,2,2,2,2,2,1,1,1,1.4142135623730951
496,42,3,4,1,1,1,1,2,5,7,17.26267650163207
497,42,1,3,4,2,2,1,4,4,7,16.492422502470642
498,42,2,2,1,3,2,3,3,3,7,15.811388300841896
499,42,1,1,3,4,4,2,2,2,7,15.231546211727817
500,42,2,5,1,5,5,1,1,1,1,14.7648230602334
501,42,1,4,8,1,1,2,2,1,1,13.416407864998739
502,42,1,3,3,2,2,3,1,1,1,12.083045973594572
503,42,1,2,3,3,3,4,1,4,1,10.770329614269007
504,42,3,1,6,4,4,5,1,4,0,9.486832980505138
505,42,2,11,1,2,5,1,2,2,0,8.54400374531753
506,42,1,2,5,1,6,3,5,1,1,7.615773105863909
507,42,2,1,10,5,2,4,1,1,0,6.324555320336759
508,42,1,4,1,5,3,1,1,1,1,5.385164807134504
509,42,2,3,3,3,1,2,1,2,0,4.123105625617661
510,42,1,6,4,7,2,1,3,2,1,3.1622776601683795
511,42,5,5,9,2,11,2,1,3,0,2.0
512,42,4,4,2,4,12,1,2,4,0,1.0
513,43,1,1,3,2,4,6,8,2,7,3.1622776601683795
514,43,1,1,1,1,7,7,6,1,6,2.8284271247461903
515,43,1,1,2,5,7,6,5,1,6,3.605551275463989
516,43,1,1,3,7,7,5,4,5,7,4.47213595499958
517,43,4,6,1,8,8,4,1,4,1,5.0990195135927845
518,43,1,5,2,1,1,5,3,2,1,4.0
519,43,3,4,12,1,2,6,1,2,2,3.1622776601683795
520,43,8,2,11,2,1,2,2,7,2,2.23606797749979
521,43,4,1,10,2,2,1,3,5,3,1.4142135623730951
522,44,1,1,1,7,1,7,9,1,3,7.615773105863909
523,44,1,1,2,6,4,3,1,2,2,6.324555320336759
524,44,1,2,1,2,2,3,2,1,3,5.385164807134504
525,44,1,3,6,1,5,1,6,2,2,4.123105625617661
526,44,3,1,5,5,1,3,7,1,2,3.1622776601683795
527,44,1,1,4,4,7,1,8,3,3,2.23606797749979
528,44,2,3,2,3,9,2,2,4,2,1.0
529,45,3,1,1,2,4,5,1,3,7,7.280109889280518
530,45,7,2,2,1,1,1,4,2,6,6.082762530298219
531,45,7,2,3,1,1,1,3,7,6,5.0990195135927845
532,45,2,5,4,1,1,2,2,2,6,4.123105625617661
533,45,5,6,5,1,2,5,1,1,5,3.1622776601683795
534,45,1,7,2,1,1,4,4,4,7,2.8284271247461903
535,45,5,1,1,2,3,6,3,3,7,1.4142135623730951
536,46,2,2,4,2,2,1,1,7,7,5.0
537,46,1,1,5,3,1,1,5,6,6,4.123105625617661
538,46,11,1,6,1,1,2,4,4,6,3.1622776601683795
539,46,12,4,7,1,3,3,3,4,6,2.23606797749979
540,46,9,5,8,3,2,2,2,3,5,1.4142135623730951
541,47,2,7,7,10,6,3,4,5,4,13.416407864998739
542,47,3,3,10,2,5,1,8,4,4,12.529964086141668
543,47,4,4,10,3,4,6,1,9,4,11.661903789690601
544,47,5,10,2,10,3,5,3,1,3,10.816653826391969
545,47,8,1,9,9,2,3,4,2,3,9.433981132056603
546,47,2,5,1,8,1,1,3,3,3,8.06225774829855
547,47,1,7,2,7,2,2,1,4,3,6.708203932499369
548,47,9,1,6,6,1,1,6,5,3,5.385164807134504
549,47,2,2,5,5,1,5,1,6,3,4.123105625617661
550,47,4,4,4,4,4,4,1,7,4,3.0
551,47,5,4,4,4,3,1,12,1,4,2.0
552,47,6,4,3,3,2,2,1,3,4,1.0
553,48,6,3,1,8,1,2,2,2,0,15.620499351813308
554,48,5,3,5,1,2,4,3,2,0,14.866068747318506
555,48,4,6,3,6,3,2,2,1,1,14.142135623730951
556,48,4,5,2,5,3,3,2,2,1,12.727922061357855
557,48,4,4,1,1,12,4,3,2,1,11.313708498984761
558,48,3,3,2,2,1,5,4,2,1,9.899494936611665
559,48,2,2,8,1,4,6,4,2,1,8.48528137423857
560,48,1,1,3,5,2,7,4,1,2,7.0710678118654755
561,48,1,1,2,9,2,3,5,1,2,6.4031242374328485
562,48,1,4,1,2,5,2,6,1,1,5.830951894845301
563,48,4,3,5,4,1,3,1,4,0,4.47213595499958
564,48,3,1,8,9,2,1,5,3,0,3.605551275463989
565,48,2,3,1,4,3,2,5,2,1,2.8284271247461903
566,48,2,2,2,5,1,3,6,1,1,1.4142135623730951
567,49,12,8,4,7,5,4,3,3,0,13.892443989449804
568,49,11,5,8,2,6,4,2,2,0,13.038404810405298
569,49,10,3,8,5,7,3,4,3,0,12.206555615733702
570,49,9,5,8,9,8,2,2,10,0,11.40175425099138
571,49,8,4,11,4,9,3,7,9,0,10.63014581273465
572,49,7,3,3,7,10,2,3,5,0,9.899494936611665
573,49,6,1,5,8,11,3,7,7,0,9.219544457292887
574,49,5,1,1,11,12,5,6,1,0,8.602325267042627
575,49,4,3,1,1,13,3,1,3,1,8.06225774829855
576,49,1,2,8,1,1,4,11,3,1,6.708203932499369
577,49,1,1,9,2,2,5,1,2,2,5.385164807134504
578,49,1,2,8,2,2,2,2,1,1,4.47213595499958
579,49,2,1,3,3,3,3,1,1,2,3.1622776601683795
580,49,1,2,2,3,3,3,2,2,1,2.23606797749979
581,49,1,1,2,1,4,4,1,1,2,1.0
